"TIME","GEO","SEX","UNIT","Value"
"2006W08","Estonia","Total","Number","347"
"2006W08","Ireland","Total","Number",":"
"2006W08","Greece","Total","Number",":"
"2006W08","Spain","Total","Number","7,577"
"2006W08","France","Total","Number",":"
"2006W08","Croatia","Total","Number","1,033"
"2006W08","Italy","Total","Number",":"
"2006W08","Cyprus","Total","Number",":"
"2006W08","Latvia","Total","Number","661"
"2006W08","Lithuania","Total","Number","841"
"2006W08","Luxembourg","Total","Number","73"
"2006W08","Hungary","Total","Number","2,587"
"2006W08","Malta","Total","Number",":"
"2006W08","Netherlands","Total","Number","2,859"
"2006W08","Austria","Total","Number","1,525"
"2006W08","Poland","Total","Number","7,122"
"2006W08","Portugal","Total","Number","2,070"
"2006W08","Romania","Total","Number",":"
"2006W08","Slovenia","Total","Number","339"
"2006W08","Slovakia","Total","Number","1,037"
"2006W08","Finland","Total","Number","887"
"2006W08","Sweden","Total","Number","1,734"
"2006W08","Iceland","Total","Number","39"
"2006W08","Liechtenstein","Total","Number","5"
"2006W08","Norway","Total","Number","801"
"2006W08","Switzerland","Total","Number","1,195"
"2006W08","United Kingdom","Total","Number",":"
"2006W08","Montenegro","Total","Number","122"
"2006W08","Albania","Total","Number",":"
"2006W08","Serbia","Total","Number","1,939"
"2006W08","Andorra","Total","Number",":"
"2006W08","Armenia","Total","Number",":"
"2006W08","Georgia","Total","Number",":"
"2006W09","Belgium","Total","Number","2,104"
"2006W09","Bulgaria","Total","Number","2,300"
"2006W09","Czechia","Total","Number","2,080"
"2006W09","Denmark","Total","Number",":"
"2006W09","Germany (until 1990 former territory of the FRG)","Total","Number","16,820"
"2006W09","Estonia","Total","Number","347"
"2006W09","Ireland","Total","Number",":"
"2006W09","Greece","Total","Number",":"
"2006W09","Spain","Total","Number","7,893"
"2006W09","France","Total","Number",":"
"2006W09","Croatia","Total","Number","1,026"
"2006W09","Italy","Total","Number",":"
"2006W09","Cyprus","Total","Number",":"
"2006W09","Latvia","Total","Number","673"
"2006W09","Lithuania","Total","Number","890"
"2006W09","Luxembourg","Total","Number","79"
"2006W09","Hungary","Total","Number","2,646"
"2006W09","Malta","Total","Number",":"
"2006W09","Netherlands","Total","Number","2,882"
"2006W09","Austria","Total","Number","1,434"
"2006W09","Poland","Total","Number","7,079"
"2006W09","Portugal","Total","Number","2,313"
"2006W09","Romania","Total","Number",":"
"2006W09","Slovenia","Total","Number","350"
"2006W09","Slovakia","Total","Number","980"
"2006W09","Finland","Total","Number","932"
"2006W09","Sweden","Total","Number","1,857"
"2006W09","Iceland","Total","Number","40"
"2006W09","Liechtenstein","Total","Number","3"
"2006W09","Norway","Total","Number","789"
"2006W09","Switzerland","Total","Number","1,182"
"2006W09","United Kingdom","Total","Number",":"
"2006W09","Montenegro","Total","Number","102"
"2006W09","Albania","Total","Number",":"
"2006W09","Serbia","Total","Number","2,122"
"2006W09","Andorra","Total","Number",":"
"2006W09","Armenia","Total","Number",":"
"2006W09","Georgia","Total","Number",":"
"2006W10","Belgium","Total","Number","2,112"
"2006W10","Bulgaria","Total","Number","2,445"
"2006W10","Czechia","Total","Number","2,067"
"2006W10","Denmark","Total","Number",":"
"2006W10","Germany (until 1990 former territory of the FRG)","Total","Number","16,612"
"2006W10","Estonia","Total","Number","371"
"2006W10","Ireland","Total","Number",":"
"2006W10","Greece","Total","Number",":"
"2006W10","Spain","Total","Number","7,956"
"2006W10","France","Total","Number",":"
"2006W10","Croatia","Total","Number","1,036"
"2006W10","Italy","Total","Number",":"
"2006W10","Cyprus","Total","Number",":"
"2006W10","Latvia","Total","Number","724"
"2006W10","Lithuania","Total","Number","859"
"2006W10","Luxembourg","Total","Number","88"
"2006W10","Hungary","Total","Number","2,690"
"2006W10","Malta","Total","Number",":"
"2006W10","Netherlands","Total","Number","2,922"
"2006W10","Austria","Total","Number","1,500"
"2006W10","Poland","Total","Number","7,186"
"2006W10","Portugal","Total","Number","2,234"
"2006W10","Romania","Total","Number",":"
"2006W10","Slovenia","Total","Number","374"
"2006W10","Slovakia","Total","Number","1,002"
"2006W10","Finland","Total","Number","925"
"2006W10","Sweden","Total","Number","1,873"
"2006W10","Iceland","Total","Number","31"
"2006W10","Liechtenstein","Total","Number","7"
"2006W10","Norway","Total","Number","884"
"2006W10","Switzerland","Total","Number","1,238"
"2006W10","United Kingdom","Total","Number",":"
"2006W10","Montenegro","Total","Number","124"
"2006W10","Albania","Total","Number",":"
"2006W10","Serbia","Total","Number","2,072"
"2006W10","Andorra","Total","Number",":"
"2006W10","Armenia","Total","Number",":"
"2006W10","Georgia","Total","Number",":"
"2006W11","Belgium","Total","Number","2,173"
"2006W11","Bulgaria","Total","Number","2,427"
"2006W11","Czechia","Total","Number","2,108"
"2006W11","Denmark","Total","Number",":"
"2006W11","Germany (until 1990 former territory of the FRG)","Total","Number","16,396"
"2006W11","Estonia","Total","Number","381"
"2006W11","Ireland","Total","Number",":"
"2006W11","Greece","Total","Number",":"
"2006W11","Spain","Total","Number","7,597"
"2006W11","France","Total","Number",":"
"2006W11","Croatia","Total","Number","997"
"2006W11","Italy","Total","Number",":"
"2006W11","Cyprus","Total","Number",":"
"2006W11","Latvia","Total","Number","659"
"2006W11","Lithuania","Total","Number","909"
"2006W11","Luxembourg","Total","Number","87"
"2006W11","Hungary","Total","Number","2,610"
"2006W11","Malta","Total","Number",":"
"2006W11","Netherlands","Total","Number","2,763"
"2006W11","Austria","Total","Number","1,476"
"2006W11","Poland","Total","Number","7,246"
"2006W11","Portugal","Total","Number","2,164"
"2006W11","Romania","Total","Number",":"
"2006W11","Slovenia","Total","Number","367"
"2006W11","Slovakia","Total","Number","1,046"
"2006W11","Finland","Total","Number","1,010"
"2006W11","Sweden","Total","Number","1,815"
"2006W11","Iceland","Total","Number","42"
"2006W11","Liechtenstein","Total","Number","7"
"2006W11","Norway","Total","Number","825"
"2006W11","Switzerland","Total","Number","1,162"
"2006W11","United Kingdom","Total","Number",":"
"2006W11","Montenegro","Total","Number","122"
"2006W11","Albania","Total","Number",":"
"2006W11","Serbia","Total","Number","2,115"
"2006W11","Andorra","Total","Number",":"
"2006W11","Armenia","Total","Number",":"
"2006W11","Georgia","Total","Number",":"
"2006W12","Belgium","Total","Number","2,113"
"2006W12","Bulgaria","Total","Number","2,322"
"2006W12","Czechia","Total","Number","2,045"
"2006W12","Denmark","Total","Number",":"
"2006W12","Germany (until 1990 former territory of the FRG)","Total","Number","16,622"
"2006W12","Estonia","Total","Number","379"
"2006W12","Ireland","Total","Number",":"
"2006W12","Greece","Total","Number",":"
"2006W12","Spain","Total","Number","7,300"
"2006W12","France","Total","Number",":"
"2006W12","Croatia","Total","Number","1,065"
"2006W12","Italy","Total","Number",":"
"2006W12","Cyprus","Total","Number",":"
"2006W12","Latvia","Total","Number","664"
"2006W12","Lithuania","Total","Number","889"
"2006W12","Luxembourg","Total","Number","74"
"2006W12","Hungary","Total","Number","2,794"
"2006W12","Malta","Total","Number",":"
"2006W12","Netherlands","Total","Number","2,923"
"2006W12","Austria","Total","Number","1,513"
"2006W12","Poland","Total","Number","7,418"
"2006W12","Portugal","Total","Number","1,975"
"2006W12","Romania","Total","Number",":"
"2006W12","Slovenia","Total","Number","380"
"2006W12","Slovakia","Total","Number","1,053"
"2006W12","Finland","Total","Number","965"
"2006W12","Sweden","Total","Number","1,803"
"2006W12","Iceland","Total","Number","36"
"2006W12","Liechtenstein","Total","Number","6"
"2006W12","Norway","Total","Number","769"
"2006W12","Switzerland","Total","Number","1,199"
"2006W12","United Kingdom","Total","Number",":"
"2006W12","Montenegro","Total","Number","121"
"2006W12","Albania","Total","Number",":"
"2006W12","Serbia","Total","Number","2,108"
"2006W12","Andorra","Total","Number",":"
"2006W12","Armenia","Total","Number",":"
"2006W12","Georgia","Total","Number",":"
"2006W13","Belgium","Total","Number","2,101"
"2006W13","Bulgaria","Total","Number","2,267"
"2006W13","Czechia","Total","Number","2,027"
"2006W13","Denmark","Total","Number",":"
"2006W13","Germany (until 1990 former territory of the FRG)","Total","Number","16,645"
"2006W13","Estonia","Total","Number","386"
"2006W13","Ireland","Total","Number",":"
"2006W13","Greece","Total","Number",":"
"2006W13","Spain","Total","Number","7,248"
"2006W13","France","Total","Number",":"
"2006W13","Croatia","Total","Number","994"
"2006W13","Italy","Total","Number",":"
"2006W13","Cyprus","Total","Number",":"
"2006W13","Latvia","Total","Number","643"
"2006W13","Lithuania","Total","Number","848"
"2006W13","Luxembourg","Total","Number","72"
"2006W13","Hungary","Total","Number","2,683"
"2006W13","Malta","Total","Number",":"
"2006W13","Netherlands","Total","Number","2,867"
"2006W13","Austria","Total","Number","1,592"
"2006W13","Poland","Total","Number","7,519"
"2006W13","Portugal","Total","Number","1,837"
"2006W13","Romania","Total","Number",":"
"2006W13","Slovenia","Total","Number","397"
"2006W13","Slovakia","Total","Number","1,069"
"2006W13","Finland","Total","Number","1,017"
"2006W13","Sweden","Total","Number","1,794"
"2006W13","Iceland","Total","Number","40"
"2006W13","Liechtenstein","Total","Number","5"
"2006W13","Norway","Total","Number","834"
"2006W13","Switzerland","Total","Number","1,165"
"2006W13","United Kingdom","Total","Number",":"
"2006W13","Montenegro","Total","Number","113"
"2006W13","Albania","Total","Number",":"
"2006W13","Serbia","Total","Number","2,143"
"2006W13","Andorra","Total","Number",":"
"2006W13","Armenia","Total","Number",":"
"2006W13","Georgia","Total","Number",":"
"2006W14","Belgium","Total","Number","1,958"
"2006W14","Bulgaria","Total","Number","2,322"
"2006W14","Czechia","Total","Number","1,953"
"2006W14","Denmark","Total","Number",":"
"2006W14","Germany (until 1990 former territory of the FRG)","Total","Number","16,113"
"2006W14","Estonia","Total","Number","326"
"2006W14","Ireland","Total","Number",":"
"2006W14","Greece","Total","Number",":"
"2006W14","Spain","Total","Number","7,014"
"2006W14","France","Total","Number",":"
"2006W14","Croatia","Total","Number","922"
"2006W14","Italy","Total","Number",":"
"2006W14","Cyprus","Total","Number",":"
"2006W14","Latvia","Total","Number","680"
"2006W14","Lithuania","Total","Number","894"
"2006W14","Luxembourg","Total","Number","59"
"2006W14","Hungary","Total","Number","2,543"
"2006W14","Malta","Total","Number",":"
"2006W14","Netherlands","Total","Number","2,647"
"2006W14","Austria","Total","Number","1,458"
"2006W14","Poland","Total","Number","7,376"
"2006W14","Portugal","Total","Number","2,002"
"2006W14","Romania","Total","Number",":"
"2006W14","Slovenia","Total","Number","349"
"2006W14","Slovakia","Total","Number","985"
"2006W14","Finland","Total","Number","987"
"2006W14","Sweden","Total","Number","1,768"
"2006W14","Iceland","Total","Number","40"
"2006W14","Liechtenstein","Total","Number","2"
"2006W14","Norway","Total","Number","765"
"2006W14","Switzerland","Total","Number","1,159"
"2006W14","United Kingdom","Total","Number",":"
"2006W14","Montenegro","Total","Number","138"
"2006W14","Albania","Total","Number",":"
"2006W14","Serbia","Total","Number","1,909"
"2006W14","Andorra","Total","Number",":"
"2006W14","Armenia","Total","Number",":"
"2006W14","Georgia","Total","Number",":"
"2006W15","Belgium","Total","Number","2,052"
"2006W15","Bulgaria","Total","Number","2,216"
"2006W15","Czechia","Total","Number","2,027"
"2006W15","Denmark","Total","Number",":"
"2006W15","Germany (until 1990 former territory of the FRG)","Total","Number","16,065"
"2006W15","Estonia","Total","Number","358"
"2006W15","Ireland","Total","Number",":"
"2006W15","Greece","Total","Number",":"
"2006W15","Spain","Total","Number","6,869"
"2006W15","France","Total","Number",":"
"2006W15","Croatia","Total","Number","1,013"
"2006W15","Italy","Total","Number",":"
"2006W15","Cyprus","Total","Number",":"
"2006W15","Latvia","Total","Number","661"
"2006W15","Lithuania","Total","Number","867"
"2006W15","Luxembourg","Total","Number","71"
"2006W15","Hungary","Total","Number","2,619"
"2006W15","Malta","Total","Number",":"
"2006W15","Netherlands","Total","Number","2,747"
"2006W15","Austria","Total","Number","1,412"
"2006W15","Poland","Total","Number","7,337"
"2006W15","Portugal","Total","Number","1,809"
"2006W15","Romania","Total","Number",":"
"2006W15","Slovenia","Total","Number","367"
"2006W15","Slovakia","Total","Number","996"
"2006W15","Finland","Total","Number","989"
"2006W15","Sweden","Total","Number","1,720"
"2006W15","Iceland","Total","Number","39"
"2006W15","Liechtenstein","Total","Number","4"
"2006W15","Norway","Total","Number","801"
"2006W15","Switzerland","Total","Number","1,111"
"2006W15","United Kingdom","Total","Number",":"
"2006W15","Montenegro","Total","Number","121"
"2006W15","Albania","Total","Number",":"
"2006W15","Serbia","Total","Number","2,012"
"2006W15","Andorra","Total","Number",":"
"2006W15","Armenia","Total","Number",":"
"2006W15","Georgia","Total","Number",":"
"2006W16","Belgium","Total","Number","1,893"
"2006W16","Bulgaria","Total","Number","2,162"
"2006W16","Czechia","Total","Number","1,970"
"2006W16","Denmark","Total","Number",":"
"2006W16","Germany (until 1990 former territory of the FRG)","Total","Number","15,688"
"2006W16","Estonia","Total","Number","337"
"2006W16","Ireland","Total","Number",":"
"2006W16","Greece","Total","Number",":"
"2006W16","Spain","Total","Number","6,735"
"2006W16","France","Total","Number",":"
"2006W16","Croatia","Total","Number","947"
"2006W16","Italy","Total","Number",":"
"2006W16","Cyprus","Total","Number",":"
"2006W16","Latvia","Total","Number","662"
"2006W16","Lithuania","Total","Number","943"
"2006W16","Luxembourg","Total","Number","75"
"2006W16","Hungary","Total","Number","2,532"
"2006W16","Malta","Total","Number",":"
"2006W16","Netherlands","Total","Number","2,687"
"2006W16","Austria","Total","Number","1,428"
"2006W16","Poland","Total","Number","7,546"
"2006W16","Portugal","Total","Number","1,834"
"2006W16","Romania","Total","Number",":"
"2006W16","Slovenia","Total","Number","351"
"2006W16","Slovakia","Total","Number","956"
"2006W16","Finland","Total","Number","948"
"2006W16","Sweden","Total","Number","1,687"
"2006W16","Iceland","Total","Number","41"
"2006W16","Liechtenstein","Total","Number","6"
"2006W16","Norway","Total","Number","771"
"2006W16","Switzerland","Total","Number","1,077"
"2006W16","United Kingdom","Total","Number",":"
"2006W16","Montenegro","Total","Number","121"
"2006W16","Albania","Total","Number",":"
"2006W16","Serbia","Total","Number","1,888"
"2006W16","Andorra","Total","Number",":"
"2006W16","Armenia","Total","Number",":"
"2006W16","Georgia","Total","Number",":"
"2006W17","Belgium","Total","Number","1,893"
"2006W17","Bulgaria","Total","Number","2,085"
"2006W17","Czechia","Total","Number","2,048"
"2006W17","Denmark","Total","Number",":"
"2006W17","Germany (until 1990 former territory of the FRG)","Total","Number","15,575"
"2006W17","Estonia","Total","Number","307"
"2006W17","Ireland","Total","Number",":"
"2006W17","Greece","Total","Number",":"
"2006W17","Spain","Total","Number","6,851"
"2006W17","France","Total","Number",":"
"2006W17","Croatia","Total","Number","951"
"2006W17","Italy","Total","Number",":"
"2006W17","Cyprus","Total","Number",":"
"2006W17","Latvia","Total","Number","615"
"2006W17","Lithuania","Total","Number","853"
"2006W17","Luxembourg","Total","Number","64"
